,trial_id,global_end_of_trial_date,first_version_date,this_version_date,trial_countries,results_type,recruitment_countries,trial_start_date,error
14390,2016-002107-26,2018-10-02,2019-04-17,2019-04-17,"['GB', 'BE', 'DE', 'BG', 'FR']",Tabular,{'France': 3},2017-12-04,
14391,2009-012929-11,2019-07-04,2020-07-19,2020-07-19,"['BE', 'DE', 'GB']",Mixed,"{'United Kingdom': 2, 'Belgium': 25, 'France': 23, 'Germany': 16, 'Netherlands': 2}",2011-09-01,
14392,2016-000360-42,2018-01-10,2019-01-23,2019-03-28,"['GB', 'BG', 'IT']",Tabular,"{'United Kingdom': 18, 'United States': 55, 'Bulgaria': 10, 'Canada': 9, 'France': 10, 'Israel': 30, 'Italy': 11}",2016-05-02,
14393,2016-000906-12,2018-09-06,2019-01-03,2019-01-03,"['DK', 'HU', 'CZ', 'LV', 'GB', 'BE', 'ES', 'NL']",Tabular,"{'Netherlands': 4, 'Poland': 33, 'Spain': 4, 'United Kingdom': 13, 'Belgium': 3, 'Czech Republic': 25, 'Denmark': 5, 'Hungary': 26, 'Latvia': 27, 'Canada': 32, 'United States': 188, 'Romania': 73}",2016-07-15,
14394,2016-003171-21,2018-07-18,2019-08-03,2019-08-03,"['GB', 'SE', 'DE', 'ES', 'IT', 'NL', 'PL', 'FI']",Tabular,"{'United States': 103, 'Canada': 3, 'Australia': 2, 'Germany': 41, 'Spain': 14, 'Finland': 8, 'United Kingdom': 12, 'Israel': 33, 'Italy': 20, 'Netherlands': 17, 'Poland': 3, 'Sweden': 3}",2017-01-17,
14395,2014-002564-32,2019-01-04,2020-02-04,2020-02-04,['GB'],Tabular,{'United Kingdom': 49},2015-02-09,
14396,2016-000176-20,2018-07-13,2019-05-09,2019-05-09,"['ES', 'BE', 'GB', 'DE', 'GR', 'FR', 'NL']",Tabular,"{'Spain': 20, 'Taiwan': 6, 'United Kingdom': 4, 'Argentina': 33, 'Australia': 2, 'Belgium': 2, 'Chile': 1, 'Colombia': 12, 'Germany': 10, 'Greece': 4, 'Italy': 23, 'Malaysia': 6, 'Poland': 11}",2016-06-24,
14397,2014-005074-11,2017-08-30,2020-06-03,2020-06-03,['GB'],Tabular,{'United Kingdom': 22},2015-07-23,
14398,2013-004587-65,2018-04-17,2019-04-24,2019-04-24,"['IT', 'GB']",Tabular,"{'Spain': 3, 'Taiwan': 8, 'United Kingdom': 1, 'United States': 34, 'France': 5, 'Italy': 7, 'Korea, Republic of': 2, 'Singapore': 10}",2014-05-19,
14399,2010-022629-14,2019-01-17,2019-07-14,2019-07-14,"['DE', 'BE', 'GR', 'GB', 'ES', 'NL', 'HU', 'IT']",Tabular,"{'Spain': 3, 'Switzerland': 6, 'United Kingdom': 18, 'United States': 87, 'Australia': 12, 'Belgium': 20, 'Canada': 3, 'France': 19, 'Germany': 49, 'Greece': 5, 'Hungary': 5, 'Italy': 3}",2011-07-20,
14400,2014-003237-25,2018-06-05,2018-09-28,2018-09-28,['GB'],Tabular,{'United Kingdom': 31},2016-09-01,
14401,2012-000542-35,2018-07-25,2019-08-04,2019-08-04,['GB'],Tabular,{'United Kingdom': 19},2014-10-10,
14402,2013-000361-36,2017-06-05,2019-06-16,2019-06-16,['GB'],Mixed,{'United Kingdom': 82},2014-03-31,
14403,2006-000956-42,2018-05-24,2018-04-08,2018-11-01,"['GB', 'HU', 'BE', 'ES', 'DE']",Tabular,"{'South Africa': 43, 'Spain': 37, 'Ukraine': 45, 'United Kingdom': 12, 'United States': 1, 'Australia': 27, 'Belgium': 3, 'France': 9, 'Germany': 41, 'Hungary': 11, 'Israel': 29, 'Poland': 70, 'Russian Federation': 48}",2006-07-05,
14404,2013-001150-10,2018-07-17,2019-06-21,2019-06-21,"['DE', 'IT', 'GB', 'ES', 'AT', 'CZ', 'DK', 'FR', 'HR']",Tabular,"{'Spain': 5, 'Taiwan': 5, 'Thailand': 7, 'Turkey': 11, 'United Kingdom': 3, 'United States': 38, 'Argentina': 6, 'Australia': 3, 'Croatia': 3, 'Czech Republic': 1, 'Denmark': 2, 'Germany': 6, 'Hong Kong': 2, 'Italy': 7, 'Japan': 14, ""Korea, Democratic People's Republic of"": 13, 'Malaysia': 4, 'Russian Federation': 13}",2014-04-11,
14405,2015-000480-14,2018-08-21,2019-06-14,2019-06-14,"['NL', 'SK', 'CZ', 'BG', 'GB', 'DE', 'BE', 'SE', 'DK', 'LT', 'ES', 'HU', 'HR']",Tabular,"{'Australia': 4, 'Japan': 49, 'Korea, Republic of': 20, 'Czech Republic': 19, 'Hungary': 12, 'Poland': 95, 'Serbia': 3, 'Slovakia': 10, 'Bosnia and Herzegovina': 2, 'Bulgaria': 6, 'Croatia': 10, 'Estonia': 2, 'Israel': 2, 'Romania': 7, 'Russian Federation': 20, 'Turkey': 3, 'Ukraine': 23, 'Canada': 11, 'United States': 45, 'Brazil': 8, 'Mexico': 3, 'Belgium': 2, 'Denmark': 1, 'Germany': 7, 'Italy': 9, 'Lithuania': 5, 'Netherlands': 1, 'Spain': 1, 'United Kingdom': 3}",2015-12-18,
14406,2016-003361-25,2018-10-01,2019-04-10,2019-04-10,"['DE', 'EE', 'HU', 'ES', 'PL', 'AT', 'FR', 'GB']",Tabular,"{'South Africa': 18, 'Spain': 11, 'United Kingdom': 3, 'United States': 640, 'Australia': 9, 'Austria': 14, 'Canada': 1, 'Estonia': 21, 'France': 1, 'Hungary': 7, 'Israel': 14, 'Italy': 1, 'Poland': 2, 'Puerto Rico': 11}",2017-03-29,
14407,2014-004939-39,2018-04-11,2018-10-24,2018-10-24,"['BE', 'GB', 'ES', 'BG', 'GR', 'FR']",Tabular,"{'Romania': 8, 'Spain': 6, 'United Kingdom': 6, 'Belgium': 4, 'Greece': 2, 'Italy': 1, 'France': 3}",2015-07-03,
14408,2015-002993-19,2018-08-02,2019-08-22,2019-08-22,"['GB', 'ES']",Tabular,"{'Brazil': 49, 'Spain': 73, 'United Kingdom': 98, 'Italy': 72, 'Japan': 2, 'Russian Federation': 50, 'United States': 348}",2015-06-23,
14409,2013-001185-41,2018-03-28,2019-04-10,2019-04-10,"['GB', 'ES', 'DE', 'FI']",Mixed,"{'Spain': 241, 'United Kingdom': 71, 'United States': 4043, 'Australia': 104, 'Canada': 240, 'Finland': 50, 'France': 98, 'Germany': 18, 'Mexico': 9, 'New Zealand': 7}",2010-05-28,
14410,2014-000107-27,2018-01-29,2019-02-07,2019-02-07,"['HU', 'DE', 'AT', 'DK', 'GB', 'PL', 'NL', 'SK', 'ES', 'BE', 'FR']",Tabular,"{'United States': 588, 'Canada': 17, 'Germany': 61, 'Spain': 35, 'France': 31, 'Italy': 17, 'Switzerland': 16, 'Austria': 8, 'Denmark': 5, 'Belgium': 3, 'United Kingdom': 3, 'Netherlands': 2, 'Poland': 35, 'Slovakia': 20, 'Hungary': 12, 'Argentina': 15, 'Mexico': 13, 'Peru': 3, 'Australia': 22}",2014-09-18,
14411,2014-000106-35,2018-01-23,2019-02-02,2019-02-02,"['HU', 'DE', 'IT', 'AT', 'DK', 'GB', 'SE', 'NL', 'ES', 'BE', 'PT', 'SK', 'FR']",Tabular,"{'Slovakia': 8, 'Spain': 32, 'Sweden': 2, 'Switzerland': 10, 'Turkey': 10, 'United Kingdom': 54, 'United States': 553, 'Argentina': 2, 'Australia': 21, 'Austria': 38, 'Belgium': 10, 'Denmark': 7, 'France': 57, 'Germany': 55, 'Hungary': 28, 'Italy': 35, 'Mexico': 4, 'Netherlands': 7, 'Peru': 10, 'Poland': 18, 'Portugal': 9, 'Russian Federation': 5}",2014-10-06,
14412,2015-001963-37,2018-01-04,2019-01-24,2019-01-24,"['LV', 'EE', 'SK', 'SE', 'HU', 'AT', 'CZ', 'GB', 'DE', 'ES', 'PT', 'BE', 'DK', 'BG', 'GR', 'HR', 'FI', 'IT']",Tabular,"{'Australia': 10, 'Austria': 13, 'Belgium': 12, 'Bulgaria': 3, 'Canada': 29, 'Croatia': 2, 'Czech Republic': 2, 'Denmark': 11, 'France': 24, 'Germany': 57, 'Greece': 3, 'Hungary': 6, 'Israel': 23, 'Italy': 20, 'Korea, Republic of': 9, 'Latvia': 2, 'Netherlands': 8, 'Norway': 4, 'Poland': 2, 'Russian Federation': 5, 'Serbia': 1, 'Sweden': 2, 'Switzerland': 2, 'Turkey': 5, 'Ukraine': 11, 'United Kingdom': 1, 'United States': 29, 'Slovakia': 7, 'Spain': 7}",2016-07-25,
14413,2015-001925-18,2018-01-22,2019-01-25,2019-01-25,"['GB', 'SE', 'SK', 'LV', 'EE', 'DE', 'PT', 'HU', 'CZ', 'AT', 'ES', 'DK', 'BE', 'NO', 'BG', 'GR', 'HR', 'FI', 'IT']",Tabular,"{'Australia': 26, 'Austria': 17, 'Belgium': 14, 'Bulgaria': 9, 'Canada': 56, 'Croatia': 6, 'Czech Republic': 5, 'Denmark': 16, 'Estonia': 1, 'France': 49, 'Germany': 107, 'Greece': 12, 'Hungary': 15, 'Israel': 34, 'Italy': 48, ""Korea, Democratic People's Republic of"": 21, 'Latvia': 7, 'Netherlands': 18, 'Norway': 9, 'Poland': 12, 'Portugal': 9, 'Romania': 5, 'Russian Federation': 22, 'Serbia': 5, 'Slovakia': 17, 'Spain': 9, 'Sweden': 3, 'Switzerland': 5, 'Turkey': 15, 'Ukraine': 22, 'United States': 86, 'United Kingdom': 21}",2015-12-08,
14414,2016-003625-42,2018-11-07,2019-11-27,2019-11-27,"['GB', 'ES']",Tabular,"{'Spain': 6, 'United Kingdom': 16, 'Canada': 25, 'Israel': 6, 'New Zealand': 4, 'Australia': 2}",2017-03-22,
14415,2015-005625-39,2018-09-28,2019-06-27,2019-08-15,"['GB', 'PT', 'ES', 'PL', 'CZ', 'DK', 'NL', 'FR']",Tabular,"{'Czech Republic': 129, 'United States': 600, 'Japan': 119, 'United Kingdom': 68, 'Portugal': 24, 'Russian Federation': 100, 'Spain': 78, 'Canada': 96, 'Korea, Republic of': 59, 'Netherlands': 30, 'China': 2, 'Taiwan': 24, 'Poland': 122, 'Denmark': 23, 'Italy': 66, 'Mexico': 29, 'France': 93, 'Germany': 60}",2016-07-01,
14416,2011-001422-23,2018-09-30,2019-10-04,2019-10-04,['GB'],Tabular,"{'Spain': 39, 'France': 87, 'United Kingdom': 54, 'United States': 478}",2011-06-21,
14417,2016-001615-21,2018-11-22,2019-05-29,2019-05-29,"['GB', 'IT', 'BG']",Tabular,"{'Canada': 8, 'Italy': 2, 'Japan': 4, 'United Kingdom': 6, 'United States': 39}",2016-10-13,
14418,2016-003440-36,2018-10-02,2019-06-27,2020-01-05,"['HU', 'DE', 'PL', 'ES', 'BE', 'GB', 'FR']",Tabular,"{'Puerto Rico': 1, 'Romania': 2, 'Hungary': 1, 'United States': 94, 'Japan': 39, 'United Kingdom': 46, 'Spain': 60, 'Canada': 33, 'Korea, Republic of': 13, 'Belgium': 11, 'Poland': 34, 'France': 33, 'Australia': 30, 'Germany': 24}",2017-03-15,
14419,2015-000149-22,2018-06-04,2019-06-30,2019-06-30,"['DE', 'GB', 'DK', 'BE', 'FI', 'ES', 'NL', 'GR']",Tabular,"{'Greece': 3, 'Canada': 2, 'Netherlands': 3, 'Belgium': 8, 'United States': 34, 'Finland': 3, 'Denmark': 3, 'Italy': 20, 'United Kingdom': 2, 'France': 9, 'Germany': 6, 'Spain': 13}",2015-05-22,
14420,2016-001411-20,2018-11-06,2019-11-20,2019-11-20,"['GB', 'DE']",Tabular,"{'Germany': 2, 'United Kingdom': 2, 'United States': 1}",2018-02-02,
14421,2016-003084-19,2018-06-06,2019-05-15,2019-07-05,"['AT', 'GB', 'DE', 'CZ', 'DK', 'NO', 'NL', 'HU', 'ES', 'BE', 'BG', 'PL', 'HR']",Tabular,"{'Argentina': 11, 'Austria': 2, 'Belgium': 3, 'Bulgaria': 4, 'Canada': 2, 'Croatia': 8, 'Czech Republic': 11, 'Denmark': 3, 'Germany': 9, 'United Kingdom': 1, 'Hungary': 10, 'Italy': 3, 'Korea, Republic of': 1, 'Netherlands': 4, 'Norway': 3, 'Poland': 5, 'Singapore': 4, 'South Africa': 1, 'Spain': 21, 'Taiwan': 4, 'United States': 14}",2017-07-25,
14422,2016-000423-13,2018-01-31,2019-02-07,2019-02-07,"['GB', 'PT', 'HU', 'DK', 'AT', 'SE', 'DE', 'PL', 'ES', 'SK', 'BE', 'FR', 'NL']",Tabular,"{'Slovakia': 8, 'Spain': 40, 'Switzerland': 13, 'United Kingdom': 20, 'United States': 576, 'Australia': 23, 'Austria': 26, 'Belgium': 2, 'Denmark': 6, 'France': 30, 'Germany': 39, 'Hungary': 18, 'Italy': 10, 'Netherlands': 1, 'Poland': 27, 'Portugal': 3}",2016-07-21,
14423,2017-000244-18,2018-10-22,2019-10-18,2019-10-18,"['GB', 'ES', 'HU', 'FI', 'CZ', 'AT', 'DE', 'BE', 'DK', 'NL', 'PL']",Tabular,"{'Austria': 5, 'Belgium': 7, 'Czech Republic': 23, 'Germany': 18, 'Denmark': 2, 'Spain': 5, 'Finland': 3, 'France': 1, 'United Kingdom': 1, 'Hungary': 7, 'Italy': 12, 'Netherlands': 4, 'Poland': 33}",2017-11-30,
14424,2015-005023-11,2018-05-30,2019-06-14,2019-06-14,"['GB', 'PL', 'ES', 'IT']",Tabular,"{'Argentina': 3, 'United Kingdom': 2, 'Israel': 3, 'Italy': 1, 'Poland': 1, 'United States': 14}",2016-05-31,
14425,2015-004031-12,2018-08-31,2020-01-26,2020-01-26,['GB'],Mixed,{'United Kingdom': 15},2017-10-19,
14426,2015-002674-20,,2020-07-08,2020-07-08,"['DE', 'GB', 'SE', 'ES']",Tabular,"{'Canada': 2, 'Taiwan': 1, ""Korea, Democratic People's Republic of"": 6, 'Spain': 3, 'United Kingdom': 4, 'France': 3, 'Germany': 7}",2016-01-04,
14427,2005-004389-17,2006-09-18,2020-07-29,2020-07-29,['HU'],Document,,,
14428,2005-001278-28,2006-10-20,2020-07-29,2020-07-29,['DE'],Document,,,
14429,2006-001871-39,2009-02-12,2020-07-29,2020-07-29,['GB'],Document,,,
14430,2015-000360-34,2018-06-15,2020-07-29,2020-07-29,['DE'],Mixed,{'Germany': 269},2015-07-31,
14431,2012-004620-38,2020-01-13,2020-07-29,2020-07-29,['Outside EU/EEA'],Tabular,"{'South Africa': 12, 'Philippines': 25}",2013-07-20,
14432,2013-005327-16,2016-07-01,2020-07-29,2020-07-29,['GB'],Mixed,{'United Kingdom': 62},2014-12-10,
14433,2016-002617-21,2017-04-05,2020-07-29,2020-07-29,['DE'],Tabular,{'Germany': 23},2016-12-01,
14434,2009-012847-40,2014-11-05,2020-07-29,2020-07-29,['GB'],Mixed,{'United Kingdom': 80},2010-10-19,
14435,2004-003783-30,2006-10-15,2020-07-29,2020-07-29,['DE'],Document,,,
14436,2017-000192-86,2019-07-15,2020-07-29,2020-07-29,['AT'],Mixed,{'Austria': 47},2017-10-02,
14437,2006-005287-94,2012-02-20,2020-07-30,2020-07-30,['AT'],Mixed,{'Austria': 62},2008-08-27,
14438,2013-005024-42,2016-06-10,2020-07-30,2020-07-30,"['DE', 'IE', 'PL']",Tabular,{'Germany': 127},2014-07-09,
14439,2016-004967-38,2019-11-08,2020-07-30,2020-07-30,"['GR', 'PL', 'PT', 'HU', 'CZ', 'BG', 'IE', 'ES', 'GB']",Tabular,"{'Poland': 12, 'Portugal': 7, 'Spain': 20, 'United Kingdom': 12, 'Bulgaria': 20, 'Czech Republic': 17, 'France': 11, 'Greece': 1, 'Hungary': 15, 'Ireland': 5, 'Canada': 8, 'Israel': 16, 'Italy': 15, 'Puerto Rico': 20, 'Romania': 21, 'Russian Federation': 30, 'Taiwan': 15, 'United States': 89, 'Vietnam': 9}",2017-04-28,
14440,2012-003817-32,2015-06-19,2020-07-30,2020-07-30,['GB'],Mixed,{'United Kingdom': 34},2013-08-27,
14441,2016-002744-17,,2019-12-03,2019-12-03,"['ES', 'DK', 'CZ', 'DE', 'PL', 'PT', 'GR', 'BE', 'GB']",Tabular,"{'Australia': 38, 'Belgium': 13, 'Canada': 6, 'Czech Republic': 8, 'Denmark': 11, 'Germany': 19, 'Greece': 13, 'Ireland': 5, 'Israel': 30, 'Italy': 21, 'Poland': 16, 'Portugal': 18, 'Spain': 15, 'United Kingdom': 40}",2017-05-15,
14442,2016-001304-37,2019-02-22,2020-02-20,2020-02-20,"['DE', 'NL', 'ES', 'PL', 'GB']",Tabular,"{'South Africa': 60, 'Spain': 58, 'United Kingdom': 13, 'United States': 399, 'Argentina': 195, 'Australia': 17, 'Canada': 72, 'Germany': 127, 'Italy': 37, 'Japan': 229, 'Korea, Republic of': 58, 'Netherlands': 26, 'Poland': 238, 'Romania': 267, 'Russian Federation': 640}",2016-10-13,
14443,2017-001700-29,2019-07-25,2020-07-31,2020-07-31,['GB'],Tabular,{'United Kingdom': 11},2018-06-05,
14444,2018-000992-34,2019-08-28,2020-07-31,2020-07-31,"['LV', 'EE', 'BG']",Tabular,"{'Bulgaria': 44, 'Estonia': 25, 'Latvia': 12}",2018-11-01,
14445,2016-002826-35,2019-04-30,2020-07-31,2020-07-31,"['EE', 'SK', 'HU', 'GB', 'PL', 'BG']",Tabular,"{'Poland': 57, 'Slovakia': 32, 'United Kingdom': 35, 'Bulgaria': 12, 'Estonia': 1, 'Hungary': 100, 'Korea, Republic of': 57, 'Romania': 3, 'Ukraine': 37, 'United States': 173}",2017-02-24,
14446,2014-004938-25,2019-09-24,2020-07-31,2020-07-31,"['GB', 'SK', 'HU', 'DE', 'AT', 'ES', 'CZ', 'LT', 'FR', 'PT', 'PL']",Tabular,"{'Slovakia': 73, 'Spain': 40, 'Switzerland': 5, 'United Kingdom': 9, 'Austria': 7, 'Canada': 15, 'Czech Republic': 38, 'France': 2, 'Germany': 18, 'Hungary': 106, 'Italy': 31, 'Lithuania': 11, 'Poland': 82, 'Portugal': 26}",2016-11-16,
14447,2012-000840-90,2018-11-04,2020-08-01,2020-08-01,['ES'],Tabular,{'Spain': 240},2012-10-10,
14448,2017-002562-42,2019-02-22,2020-08-01,2020-08-01,"['BG', 'HU', 'SI', 'HR']",Tabular,"{'Serbia': 1, 'Ukraine': 22, 'United States': 17, 'Georgia': 77, 'Slovenia': 3, 'Bulgaria': 68, 'Hungary': 8}",2017-12-20,
14449,2010-019527-58,2013-11-16,2020-08-01,2020-08-01,['GB'],Mixed,{'United Kingdom': 87},2011-08-16,
14450,2015-005789-42,2020-01-27,2020-08-01,2020-08-01,"['ES', 'Outside EU/EEA']",Tabular,"{'South Africa': 1, 'Spain': 1, 'Turkey': 3, 'United States': 5, 'Mauritius': 5, 'Mexico': 8}",2017-05-17,
14451,2016-004268-21,2018-07-30,2020-08-01,2020-08-01,['AT'],Mixed,"{'Austria': 54, 'Poland': 32}",2017-05-09,
14452,2011-001027-20,2018-05-05,2020-08-01,2020-08-01,['DE'],Tabular,{'Germany': 36},2012-05-10,
14453,2012-003442-32,2019-07-17,2020-08-01,2020-08-01,['FR'],Tabular,{'France': 114},2013-06-11,
14454,2007-006516-31,2014-07-31,2020-08-01,2020-08-01,['DE'],Tabular,{'Germany': 587},2008-08-07,
14455,2008-003064-19,2016-07-07,2020-08-02,2020-08-02,['DE'],Mixed,{'Germany': 152},2009-03-19,
14456,2011-005939-78,2016-08-22,2020-08-02,2020-08-02,['DE'],Tabular,{'Germany': 22},2012-11-07,
14457,2012-004527-20,2015-08-20,2020-08-02,2020-08-02,"['BE', 'CZ', 'SE', 'GB', 'DE', 'IT', 'ES', 'PL', 'FR']",Tabular,"{'Spain': 22, 'Sweden': 7, 'Switzerland': 3, 'Turkey': 16, 'United Kingdom': 13, 'United States': 68, 'Australia': 10, 'Belgium': 6, 'Brazil': 5, 'Canada': 7, 'Chile': 14, 'Czech Republic': 3, 'France': 17, 'Germany': 13, 'Israel': 3, 'Italy': 11, 'Korea, Republic of': 4, 'Poland': 8}",2013-03-26,
14458,2010-019110-24,2013-12-18,2020-08-02,2020-08-02,['DE'],Tabular,{'Germany': 10},2011-10-06,
14459,2011-004368-31,2019-07-22,2020-08-02,2020-08-02,"['HU', 'DE', 'BG', 'PL']",Tabular,"{'United States': 503, 'Argentina': 21, 'Bulgaria': 48, 'Canada': 152, 'Chile': 76, 'Germany': 312, 'Hungary': 113, 'Mexico': 5, 'Poland': 39, 'Russian Federation': 77}",2012-07-28,
14460,2018-000028-33,2019-08-09,2020-08-02,2020-08-02,['AT'],Tabular,{'Austria': 4},2018-10-22,
14461,2018-001853-28,,2020-08-02,2020-08-02,"['ES', 'BE']",Tabular,"{'Spain': 19, 'Turkey': 18, 'Australia': 31, 'Belgium': 1, 'Russian Federation': 3}",2018-11-28,
14462,2016-001549-13,2019-07-26,2020-08-02,2020-08-02,"['BE', 'DE', 'CZ', 'PL']",Tabular,"{'Argentina': 33, 'Belgium': 5, 'Bulgaria': 52, 'Canada': 7, 'Czech Republic': 40, 'Germany': 13, 'Korea, Republic of': 5, 'New Zealand': 2, 'Peru': 26, 'Poland': 68, 'Romania': 13, 'Russian Federation': 38, 'Ukraine': 72, 'United States': 111, 'South Africa': 17}",2016-09-20,
14463,2016-001530-10,2019-07-22,2020-08-02,2020-08-02,['GB'],Tabular,{'United Kingdom': 496},2017-05-05,
14464,2013-005489-20,2018-06-12,2020-08-02,2020-08-02,"['SE', 'GB', 'BE', 'DE', 'IT', 'ES', 'CZ', 'FR', 'BG']",Tabular,"{'Australia': 10, 'Belgium': 6, 'Brazil': 5, 'Bulgaria': 2, 'Canada': 7, 'Chile': 14, 'Czech Republic': 1, 'France': 14, 'Germany': 10, 'Israel': 3, 'Italy': 11, 'Poland': 8, 'Korea, Republic of': 4, 'Spain': 22, 'Sweden': 7, 'Switzerland': 3, 'Turkey': 14, 'United Kingdom': 14, 'United States': 63}",2014-03-20,
14465,2011-002824-42,2015-02-10,2020-08-02,2020-08-02,['HU'],Mixed,"{'Poland': 143, 'Germany': 38, 'Hungary': 115, 'United States': 4}",2012-06-21,
14466,2015-000716-18,2018-05-17,2019-06-13,2019-06-13,"['GB', 'CZ', 'PT', 'SK', 'HU', 'LT', 'ES', 'PL']",Tabular,"{'Poland': 131, 'Portugal': 1, 'Romania': 41, 'Slovakia': 15, 'Bulgaria': 96, 'Czech Republic': 107, 'Germany': 36, 'Hungary': 83, 'Argentina': 21, 'Belarus': 13, 'Italy': 8, 'Russian Federation': 361, 'Ukraine': 242}",2016-02-17,
14467,2012-004434-42,2020-02-19,2016-07-17,2020-09-03,"['GB', 'BE', 'IT', 'NL', 'LT', 'BG', 'Outside EU/EEA', 'PL', 'AT', 'NO', 'ES', 'GR']",Tabular,"{'Spain': 1, 'United Kingdom': 8, 'United States': 13, 'Argentina': 1, 'Austria': 3, 'Belgium': 3, 'Bulgaria': 5, 'Canada': 3, 'Greece': 1, 'Israel': 9, 'Italy': 7, 'Lithuania': 1, 'Netherlands': 6, 'New Zealand': 3, 'Norway': 2, 'Poland': 3, 'Romania': 4}",2013-05-29,
14468,2006-006412-29,2018-02-07,2019-02-24,2019-02-24,['BE'],Tabular,"{'India': 13, 'Korea, Republic of': 6, 'Poland': 8, 'Ukraine': 11, 'United States': 9, 'Belgium': 4, 'Canada': 2, 'China': 42, 'Hong Kong': 15}",2007-09-11,
14469,2007-001974-10,2018-11-26,2020-03-21,2020-03-21,"['GB', 'BE', 'IT', 'SE', 'FI', 'CZ', 'DK', 'DE', 'ES', 'FR', 'AT', 'NL']",Tabular,"{'Australia': 51, 'Austria': 10, 'Belgium': 16, 'Canada': 34, 'Czech Republic': 23, 'Denmark': 70, 'Finland': 13, 'France': 178, 'Germany': 101, 'Italy': 168, 'Norway': 17, 'Poland': 15, 'Russian Federation': 74, 'Spain': 18, 'Sweden': 13, 'Switzerland': 51, 'Netherlands': 28, 'United Kingdom': 46, 'United States': 285}",2008-06-24,
14470,2008-004932-19,2018-05-17,2014-11-13,2019-05-31,"['NL', 'IE', 'DE', 'ES', 'SE', 'BE', 'CZ', 'FR', 'IT', 'GR', 'GB']",Tabular,"{'Spain': 21, 'Sweden': 16, 'United Kingdom': 58, 'United States': 38, 'Belgium': 60, 'Brazil': 6, 'Canada': 4, 'Czech Republic': 14, 'Germany': 43, 'Greece': 21, 'India': 42, 'Ireland': 15, 'Italy': 35, 'Netherlands': 5, 'Poland': 41, 'Russian Federation': 28}",2008-12-22,
14471,2007-007885-39,2018-06-07,2016-12-25,2019-07-06,"['BE', 'PL', 'FR', 'NL', 'GB', 'SE']",Mixed,"{'Spain': 11, 'Sweden': 3, 'Taiwan': 3, 'United Kingdom': 4, 'United States': 18, 'Belgium': 16, 'China': 16, 'France': 7, 'Hong Kong': 4, 'Netherlands': 1, 'Poland': 8}",2008-04-29,
14472,2010-018965-42,2018-05-14,2019-05-31,2019-07-13,"['GB', 'DE', 'NL', 'AT', 'IT', 'ES', 'BE', 'SE', 'PL']",Tabular,"{'Australia': 3, 'Austria': 9, 'Belgium': 11, 'Canada': 8, 'China': 36, 'France': 21, 'Germany': 9, 'Italy': 36, 'Japan': 9, 'Netherlands': 7, 'Russian Federation': 13, 'Spain': 6, 'Sweden': 6, 'United Kingdom': 18, 'United States': 75}",2010-09-07,
14473,2010-024381-21,2018-09-24,2019-04-04,2019-04-04,"['HU', 'BE', 'FR', 'DE', 'NO', 'IT', 'Outside EU/EEA', 'SE', 'GB', 'ES']",Tabular,"{'Spain': 3, 'Sweden': 2, 'Turkey': 2, 'United Kingdom': 14, 'United States': 9, 'Argentina': 3, 'Brazil': 13, 'France': 11, 'Germany': 19, 'Hungary': 6, 'Italy': 12, 'Norway': 8, 'Poland': 4}",2012-08-17,
14474,2012-005333-36,,2020-03-15,2020-03-15,"['BE', 'GB', 'DE']",Mixed,"{'Belgium': 15, 'Germany': 10}",2014-02-17,
14475,2013-001497-16,2018-07-06,2019-07-18,2019-07-18,"['GB', 'DE', 'IT', 'BE', 'PT', 'HU', 'ES', 'BG', 'HR', 'SK', 'CZ']",Tabular,"{'Belgium': 31, 'Bulgaria': 156, 'Croatia': 59, 'Czech Republic': 16, 'France': 12, 'Georgia': 6, 'Germany': 35, 'Hungary': 136, 'Italy': 40, 'Poland': 29, 'Portugal': 17, 'Romania': 40, 'Russian Federation': 98, 'Serbia': 86, 'Slovakia': 32, 'Spain': 29, 'United Kingdom': 14}",2014-11-21,
14476,2016-003288-20,2019-06-11,2020-06-11,2020-08-05,"['GB', 'ES', 'EE', 'PT', 'BE', 'DE', 'GR', 'FR', 'SE', 'DK']",Tabular,"{'South Africa': 7, 'Spain': 72, 'Sweden': 8, 'Taiwan': 8, 'Turkey': 9, 'United Kingdom': 27, 'United States': 194, 'Argentina': 11, 'Australia': 13, 'Belgium': 9, 'Brazil': 56, 'Canada': 32, 'China': 9, 'Denmark': 4, 'Estonia': 4, 'France': 23, 'Germany': 33, 'Israel': 17, 'Italy': 90, 'Japan': 42, 'Korea, Republic of': 27, 'Norway': 7, 'Peru': 19, 'Poland': 31, 'Portugal': 13, 'Russian Federation': 30, 'Serbia': 11}",2017-03-29,
14477,2006-006980-22,2010-11-02,2020-08-04,2020-08-04,"['HU', 'SK', 'BE', 'PL']",Tabular,"{'Poland': 18, 'Slovakia': 12, 'Belgium': 4, 'Hungary': 23, 'Macedonia, the former Yugoslav Republic of': 25, 'Serbia': 18, 'Ukraine': 24}",2007-02-22,
